id,fechaAlta,hora,anamnesis,agendado,eog,tratamiento,temperatura,peso,referencia,notaCaja,atendidoPor,pendiente,aFuturo,createdAt,updatedAt,MascotumId,referenciumId,clienteId
2264,2022-01-10T14:32:24.000Z,14:32:24,MC DOLOR ABDOMINALY MMP ANTECEDENTES DE COMER CUERPOS EXTRAniOSHIPOREXIA  DEFECO NORMALMENTETOMA AGUA NORMALMUCOSAS NORMALES  GANGLIOS S/PPRESENTA DOLOOR ABDOMINAL DIFUSO ANTERIOR Y ALGO DE DOLOR LUMBARMAROPITAN Y MELOXICANTRAER ORINA SI PUEDEN Y VOLVER EN 24 HRSDIETA PARA POSIBLE CUERPO EXTRAniO,2022-01-10T14:32:24.000Z,Sin especificar,Sin especificar,38.3,12,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2022-01-10T14:32:24.000Z,2022-01-10T14:32:24.000Z,1913,1,899
2265,2020-11-02T20:15:53.000Z,20:15:53,Mc: MF con sangre vomitos anorexia. Se evidencia gran dolor abdominal sobre todo en abdomen caudal.Tto: cerenia dieta casera por 7 dias antiparasitario interno (trichuris?),2020-11-02T20:15:53.000Z,Sin especificar,Sin especificar,38.9,3.8,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2020-11-02T20:15:53.000Z,2020-11-02T20:15:53.000Z,1952,1,938
2267,2021-01-08T16:14:34.000Z,16:14:34,MC ENURESIS CUANDO DUERMETRATAMIENTO CARDIACO CON CARDIALKOLOR RARO EN BOCASE EXTRAE SANGRE,2021-01-08T16:14:34.000Z,Sin especificar,Sin especificar,38,7,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-01-08T16:14:34.000Z,2021-01-08T16:14:34.000Z,2112,1,1098
2269,2021-05-22T15:26:14.000Z,15:26:14,VOMITOS ESPUMOSOS BLANCOSRANITIDINAMAROPITANOMEPRAZOL A DOMICILIO,2021-05-22T15:26:14.000Z,Sin especificar,Sin especificar,38,9,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-05-22T15:26:14.000Z,2021-05-22T15:26:14.000Z,2324,1,1311
2271,2022-02-07T14:05:01.000Z,14:05:01,Sin observaciones,2022-02-07T14:05:01.000Z,Sin especificar,Sin especificar,38.6,4,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2022-02-07T14:05:01.000Z,2022-02-07T14:05:01.000Z,385,1,1426
2274,2021-10-18T15:18:20.000Z,15:18:20,Sin observaciones,2021-10-18T15:18:20.000Z,Sin especificar,Sin especificar,37.8,11.3,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-10-18T15:18:20.000Z,2021-10-18T15:18:20.000Z,2588,1,1576
2277,2022-03-05T19:17:20.000Z,19:17:20,Mc: vomitos y diarrea aguda.Linfoadenomegalia axilar derecha.Se evidencia neoformacion en subcutaneo a nivel de esternon se consistencia firme.No se deja palpar a nivel abdominal comenta la propietaria que siempre tuvo sensisbilidad en la zona.Tto: cerenia inyectable dieta estricta. Se indica analisis sanguieo para control y ecografia abdominal cuando disminuya el dolor. PAAF en neoformacion de torax.,2022-03-05T19:17:20.000Z,Sin especificar,Sin especificar,38.9,16.25,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2022-03-05T19:17:20.000Z,2022-03-05T19:17:20.000Z,2900,1,1888
2279,2023-04-29T15:44:33.000Z,15:44:33,Sin observaciones,2023-04-29T15:44:33.000Z,Sin especificar,Sin especificar,0,2.85,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2023-04-29T15:44:33.000Z,2023-04-29T15:44:33.000Z,503,1,2123
2280,2023-01-09T18:32:44.000Z,18:32:44,Mc: tuvo un vomito bilioso el primero de enero luego del viaje desde bsas luego comenzo a presentar disorexia. Comenzaron con dieta gi junto con casancream. Tutor muestra imagen de materia fecal con moco.A la palpacion abdminal no denota dolor pero si presenta distension y asas intestinales inflamadas.Tto: cerenia ranitidina inyectable y dieta por al menos 5 dias. ,2023-01-09T18:32:44.000Z,Sin especificar,Sin especificar,38.5,18.3,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2023-01-09T18:32:44.000Z,2023-01-09T18:32:44.000Z,3351,1,2339
2282,2023-02-22T12:00:00.000Z,12:00:00,Sin observaciones,2023-02-22T12:00:00.000Z,Sin especificar,Sin especificar,38,10,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2023-02-22T12:00:00.000Z,2023-02-22T12:00:00.000Z,3532,1,2520
2284,2023-12-26T15:29:11.000Z,15:29:11,Mc: saculitisPresenta secrecion amarillenta y mal oliente.Tto: stomorgyl por 7 dias y previcox por 4 dias.,2023-12-26T15:29:11.000Z,Sin especificar,Sin especificar,0,8.6,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2023-12-26T15:29:11.000Z,2023-12-26T15:29:11.000Z,3732,1,2720
2285,2019-05-16T16:43:58.000Z,16:43:58,MC NODULOS SUBMAXILARES  Y EDEMAA LA PALPACION SE VEN AUMENTO DE LOS NODULOS SUBMAXILARES CON EDEMA EN MADIBULA. NO HAY DIFICULTAD DEGLUTORIA PERO SI DOLORSTOMORGYL Y PREDNISONA.VENIR A LAS 24 HRS PARA EVALUACION Y POSIBLE LARINGOSCOPIA,2019-05-16T16:43:58.000Z,Sin especificar,Sin especificar,38.5,3.75,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2019-05-16T16:43:58.000Z,2019-05-16T16:43:58.000Z,1543,1,525
2288,2020-11-07T19:18:24.000Z,19:18:24,Mc: Tuvo un vomito hoy ademas esta con sialorrea.Tto: pileran 3.6cm y dieta casera por 5 dias.,2020-11-07T19:18:24.000Z,Sin especificar,Sin especificar,38.9,36,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2020-11-07T19:18:24.000Z,2020-11-07T19:18:24.000Z,1884,1,870
2290,2021-05-05T21:26:41.000Z,21:26:41,Sin observaciones,2021-05-05T21:26:41.000Z,Sin especificar,Sin especificar,0,6,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-05-05T21:26:41.000Z,2021-05-05T21:26:41.000Z,2274,1,1261
2291,2021-08-05T15:38:27.000Z,15:38:27,Sin observaciones,2021-08-05T15:38:27.000Z,Sin especificar,Sin especificar,39,26.5,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-08-05T15:38:27.000Z,2021-08-05T15:38:27.000Z,2578,1,1566
2294,2022-02-17T18:33:27.000Z,18:33:27,Sin observaciones,2022-02-17T18:33:27.000Z,Sin especificar,Sin especificar,0,9,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2022-02-17T18:33:27.000Z,2022-02-17T18:33:27.000Z,2837,1,1825
2295,2024-03-12T18:29:22.000Z,18:29:22,Sin observaciones,2024-03-12T18:29:22.000Z,Sin especificar,Sin especificar,0,13.65,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2024-03-12T18:29:22.000Z,2024-03-12T18:29:22.000Z,2900,1,1888
2296,2023-09-04T20:36:03.000Z,20:36:03,Mc: Regurgitaciones dolor abdominal. Se le administro cerenia se le indico dieta y control en 24hs,2023-09-04T20:36:03.000Z,Sin especificar,Sin especificar,0,13,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2023-09-04T20:36:03.000Z,2023-09-04T20:36:03.000Z,4061,1,3052
2298,2023-02-13T15:47:39.000Z,15:47:39,Mc: hematuria. Presenta molestia en proyeccion vesical. Se recoge orina. Se realiza rx de abdomen en busca de urolitosis no se identifican. Se realiza analisis de orina (ph 8 hematuria proteinuria trazas leve leucocitosis) y en el sedimento se ideantifican cristales amorfos abundantes cristales triple fosfato cilindro granuloso. Tto: virbac urinary dieta fisiologica arandano rojo organew previcox 227mg 1/2 comp por dia y enro 200mg 1 comp por dia por 10 dias.,2023-02-13T15:47:39.000Z,Sin especificar,Sin especificar,38.4,16,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2023-02-13T15:47:39.000Z,2023-02-13T15:47:39.000Z,3169,1,2157
2299,2024-01-17T22:02:48.000Z,22:02:48,Sin observaciones,2024-01-17T22:02:48.000Z,Sin especificar,Sin especificar,0,3.35,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2024-01-17T22:02:48.000Z,2024-01-17T22:02:48.000Z,4163,1,3154
2300,2024-01-19T19:36:38.000Z,19:36:38,Sin observaciones,2024-01-19T19:36:38.000Z,Sin especificar,Sin especificar,38.7,6.6,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2024-01-19T19:36:38.000Z,2024-01-19T19:36:38.000Z,1511,1,492
2302,2021-05-26T20:26:30.000Z,20:26:30,Mc: prurito en cola.Se evidencian pustulas.Tto: convenia dexa,2021-05-26T20:26:30.000Z,Sin especificar,Sin especificar,0,25,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-05-26T20:26:30.000Z,2021-05-26T20:26:30.000Z,5209,1,884
2303,2021-05-03T13:55:12.000Z,13:55:12,MC  DERMATITIS DE LOS PLIEGUES OCULARES  ENTROPION CANTO INTERNO CIRUGIA?OCUBIOTIC,2021-05-03T13:55:12.000Z,Sin especificar,Sin especificar,38,7.35,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-05-03T13:55:12.000Z,2021-05-03T13:55:12.000Z,2059,1,1045
2306,2021-10-02T15:00:19.000Z,15:00:19,CONCURRE POR DECAHIMIENTO HIPOREXIAGANGLIOS SUBMAXILARES AUMENTADOS FIRMESDIFICULTAD RESPIRATORIA ALTA CON RONQUIDODEXAMETASONA DIPIRONA AMOXIA DOMICILIO SPECTRIL Y NOVEMINASE REALIZA PUNCION,2021-10-02T15:00:19.000Z,Sin especificar,Sin especificar,39.7,40,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-10-02T15:00:19.000Z,2021-10-02T15:00:19.000Z,379,1,1382
2308,2021-09-13T21:18:33.000Z,21:18:33,Mc: decaimiento disorexia ladrido tipo chillido.Se evidencia secrecion nasal serosa ademas algo de congestion ocular. Reflejo tusigeno alto y bajo negativo. A la inspeccion bucal se evidencia gran cantidad de saliva acumulada.Ademas a la palpacion abdominal se aprecia algo de molestia abdominal en consultorio se produjo un vomito mal olientw bilioso.Tto: cerenia meloxicam novemina cada 8 horas ,2021-09-13T21:18:33.000Z,Sin especificar,Sin especificar,38.8,14.7,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-09-13T21:18:33.000Z,2021-09-13T21:18:33.000Z,2633,1,1621
2311,2021-11-16T17:01:49.000Z,17:01:49,TRATAMIENTOFLUIDOTERAPIA  1OO MLBOLO  CONTINUAR HASTA COMPLETAR 300ML /  AMINOLITE METABOLASE HEPAGEN   MAROPITANMETRONIDAZOLE   25 MG /KG CADA 12HRS  CARBON 1 CDA TE ORAL POR DIANEOENTERO FOSFALUM 2ML TRES VECES AL DIADIETA CASERA O INTESTINAL- ID HUMEDA,2021-11-16T17:01:49.000Z,Sin especificar,Sin especificar,36.9,3,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-11-16T17:01:49.000Z,2021-11-16T17:01:49.000Z,2814,1,1802
2314,2021-12-30T16:21:05.000Z,16:21:05,MC  PRURITO LUMBOSACROHIPERSENSIBILIDAD A LA PULGABRAVECTO PREDNISONA,2021-12-30T16:21:05.000Z,Sin especificar,Sin especificar,38,35,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-12-30T16:21:05.000Z,2021-12-30T16:21:05.000Z,417,1,1628
2315,2022-05-04T18:27:57.000Z,18:27:57,Se comienza con Rimadyl 100mg 1 comp cada 12 horas por 10 dias en principio,2022-05-04T18:27:57.000Z,Sin especificar,Sin especificar,0,38.5,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2022-05-04T18:27:57.000Z,2022-05-04T18:27:57.000Z,2993,1,1981
2316,2023-12-21T20:12:19.000Z,20:12:19,Mc: diarrea desde el domingo. Hoy en dia es algo fetida y marron clara. Presenta molestia a la palpacion abdominal. Tto: cerenia dieta casera y gastroenteril.,2023-12-21T20:12:19.000Z,Sin especificar,Sin especificar,0,5.2,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2023-12-21T20:12:19.000Z,2023-12-21T20:12:19.000Z,3137,1,2125
2318,2023-06-21T13:41:47.000Z,13:41:47,Sin observaciones,2023-06-21T13:41:47.000Z,Sin especificar,Sin especificar,38.5,12.95,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2023-06-21T13:41:47.000Z,2023-06-21T13:41:47.000Z,3500,1,2488
2320,2023-04-13T15:48:22.000Z,15:48:22,Mc: vomitosTto: pileran y buscapina dieta,2023-04-13T15:48:22.000Z,Sin especificar,Sin especificar,39,4.45,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2023-04-13T15:48:22.000Z,2023-04-13T15:48:22.000Z,3593,1,2581
2324,2023-10-20T19:22:36.000Z,19:22:36,Sin observaciones,2023-10-20T19:22:36.000Z,Sin especificar,Sin especificar,40.3,12,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2023-10-20T19:22:36.000Z,2023-10-20T19:22:36.000Z,4248,1,3239
2326,2019-07-20T18:39:35.000Z,18:39:35,MC  DIFICULTAD PARA SUBIR ESCALERAS   CLAUDICACION EN MIEMBROS POSTERIRE Y DOLOR EN CADERA CON TENSION  MUSCULARTRATAMIENTO    PREVICOXSOSTEN GG INJVOLVER EN 5 DIAS PARA CONTROL Y ESTUDIO RX,2019-07-20T18:39:35.000Z,Sin especificar,Sin especificar,38,3.7,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2019-07-20T18:39:35.000Z,2019-07-20T18:39:35.000Z,1630,1,614
2328,2019-09-19T22:18:27.000Z,22:18:27,PRESENTA UNA GL PERINEAL ABSCEDADA SE LE ENVIA STOMORGYL Y PREVICOX POR 10 DIAS,2019-09-19T22:18:27.000Z,Sin especificar,Sin especificar,0,7.75,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2019-09-19T22:18:27.000Z,2019-09-19T22:18:27.000Z,1533,1,515
2330,2020-08-26T22:21:26.000Z,22:21:26,Sin observaciones,2020-08-26T22:21:26.000Z,Sin especificar,Sin especificar,38,4,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2020-08-26T22:21:26.000Z,2020-08-26T22:21:26.000Z,1718,1,703
2333,2021-07-15T17:53:25.000Z,17:53:25,Mc: Se presenta a consulta por herida en dedo externo de MAI.Tto: higiene con clorhexidina o yodo y luego propoleo crema previcox 227mg: 1/2 comp por dia ,2021-07-15T17:53:25.000Z,Sin especificar,Sin especificar,0,16.3,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-07-15T17:53:25.000Z,2021-07-15T17:53:25.000Z,1940,1,926
2335,2021-01-07T12:00:00.000Z,12:00:00,Mc: decaimiento hace 3 dias disorexia.Se evidencia grand olor abdominal.Tto: cerenia dieta casera.,2021-01-07T12:00:00.000Z,Sin especificar,Sin especificar,38.9,6.15,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-01-07T12:00:00.000Z,2021-01-07T12:00:00.000Z,2089,1,1075
2337,2023-12-07T18:17:21.000Z,18:17:21,Mc: prurito.Presenta foliculitis de pelo corto generalizada. Ademas se evidencia seborrea.Tto: convenia y dexa se indica continuar con prednisolona 20mg 1 comp por dia por 6 dias. Control el jueves proximo.,2023-12-07T18:17:21.000Z,Sin especificar,Sin especificar,0,24.15,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2023-12-07T18:17:21.000Z,2023-12-07T18:17:21.000Z,316,1,1085
2340,2021-05-11T20:22:33.000Z,20:22:33,se presenta por molestias en el oido... se observa malasezia en el pabellon auricular.... se le envia otiflex c cada 12 hs y cefalexina por una lesion en la manito derecha por 10 dias...Vuelve a control ,2021-05-11T20:22:33.000Z,Sin especificar,Sin especificar,0,37.65,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-05-11T20:22:33.000Z,2021-05-11T20:22:33.000Z,2254,1,1241
2341,2021-06-09T17:23:36.000Z,17:23:36,Mc: grito al alzarla.Al revisar ap osteo articular no se evidencian particulardades. A la palpacion de abdomen se evidencia molestia en epigastrio.Tto: organew por 15 dias nogastrol 10mg 1/2 comp por dia en ayunas por 10 dias,2021-06-09T17:23:36.000Z,Sin especificar,Sin especificar,0,6,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-06-09T17:23:36.000Z,2021-06-09T17:23:36.000Z,2223,1,1210
2342,2023-11-11T19:29:35.000Z,19:29:35,Mc: otitis bilateral. Se coloca neptra. ,2023-11-11T19:29:35.000Z,Sin especificar,Sin especificar,0,12.6,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2023-11-11T19:29:35.000Z,2023-11-11T19:29:35.000Z,2152,1,1138
2348,2023-11-24T16:38:56.000Z,16:38:56,Mc: limpieza dental por enfermedad periodontal.PAM 115 PAS 130 PAD 111.Se realiza extraccion sanguinea y electro.Tto: spectryl por 10 dias.,2023-11-24T16:38:56.000Z,Sin especificar,Sin especificar,39,1.55,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2023-11-24T16:38:56.000Z,2023-11-24T16:38:56.000Z,3091,1,2079
2350,2022-07-12T18:01:22.000Z,18:01:22,MC DOLOR  ABDOMINAL Y VOMITOSANTECEDENTES DE PANCREATITISAL EXAMEN CLINICO SE PALMA DOLOR EN ABDOMEN ANTERIOR Y XIFOSISA LA INSPECCION DE ZONA PERINEAL HIPERTROFIA EN ZONA EPITELIO TRANSICION Y GLANDULAS ANALES LLENAS Y CON CONTENIDO ALGO CASEOSO AMARILLOMAROPITANSE INDICA ECO Y ANALITICA PARA HIGADO Y PANCREAS,2022-07-12T18:01:22.000Z,Sin especificar,Sin especificar,38.1,5,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2022-07-12T18:01:22.000Z,2022-07-12T18:01:22.000Z,3035,1,2023
2351,2022-08-19T16:28:10.000Z,16:28:10,prurito eritemadexa y ranitidinase charla posible apoquel*completar ficha*,2022-08-19T16:28:10.000Z,Sin especificar,Sin especificar,0,11.9,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2022-08-19T16:28:10.000Z,2022-08-19T16:28:10.000Z,4000,1,2991
2353,2023-12-01T14:07:40.000Z,14:07:40,porcentaje grasa corporal 30%nos fijamos ,2023-12-01T14:07:40.000Z,Sin especificar,Sin especificar,0,13.5,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2023-12-01T14:07:40.000Z,2023-12-01T14:07:40.000Z,3444,1,2432
2354,2023-02-04T15:01:30.000Z,15:01:30,Mc: lesiones en piel superficiales de otro canino.Tto: limpieza de heridas y cefalexina 500mg 2 cada 12 horas por 10 dias. ,2023-02-04T15:01:30.000Z,Sin especificar,Sin especificar,0,40,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2023-02-04T15:01:30.000Z,2023-02-04T15:01:30.000Z,3489,1,2477
2355,2023-03-03T21:18:03.000Z,21:18:03,REVISIoN PARA CERTIFICADO DE VIAJE,2023-03-03T21:18:03.000Z,Sin especificar,Sin especificar,38.4,31,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2023-03-03T21:18:03.000Z,2023-03-03T21:18:03.000Z,3575,1,2563
2360,2023-05-13T18:33:25.000Z,18:33:25,MC VOMITOS Y DIARREACOMENZO CON ALGO DE DIARREA LUEGO VOMITOSDISTENCION ABDOMINAL Y DOLORMAROPITANNEOENTEROFOSFALUMDIETACASERA E I/D,2023-05-13T18:33:25.000Z,Sin especificar,Sin especificar,38,2,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2023-05-13T18:33:25.000Z,2023-05-13T18:33:25.000Z,3694,1,2682
2362,2023-11-24T14:02:13.000Z,14:02:13,Mc: claudicacion constante de MPD. Prueba de cajon negativa pero gran dolore inflamacion de rodilla. Tutores comentan que salio a caminar y pego un chillido de dolor. Tto: previcox 227 mg 1 comp por dia por 10 dias ademas administrar en conjunto con ranitidina u omeprazol. Control en 10 dias.,2023-11-24T14:02:13.000Z,Sin especificar,Sin especificar,0,39.5,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2023-11-24T14:02:13.000Z,2023-11-24T14:02:13.000Z,3759,1,2747
2363,2019-05-04T14:43:11.000Z,14:43:11,SE PRESENTA CON OTRA ACTITUD COMIO TOMO AGUA SE SUBIO AL SILLON....SE LE ENVIA CALOR EN LA ZONA AFECTADA Y CAMBIO DE ALIMENTACION YA QUE COMIA DOGUI O PRIMOCAOSE LE RECOMIENDA Y LLEVA SIEGER RAZA PEQUEniAS. EN 30 DIAS VUELVE A CONTROL DE PESO,2019-05-04T14:43:11.000Z,Sin especificar,Sin especificar,0,6.85,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2019-05-04T14:43:11.000Z,2019-05-04T14:43:11.000Z,1502,1,483
2364,2020-09-08T21:02:54.000Z,21:02:54,Mc: Sangre en el pene hace dos dias propietaria evidencia que tiene una eliminacion ectopica hace pis en lugares donde antes no hacia.Tto: previcox 57mg 3/4 comprimidos por dia durante 5 dias. Analisis de orina. ,2020-09-08T21:02:54.000Z,Sin especificar,Sin especificar,38.8,9.2,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2020-09-08T21:02:54.000Z,2020-09-08T21:02:54.000Z,1660,1,645
2367,2020-05-04T16:22:20.000Z,16:22:20,Piel Prurito intensoRush orejas cola patas Lame mucho,2020-05-04T16:22:20.000Z,Sin especificar,Sin especificar,38,3.2,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2020-05-04T16:22:20.000Z,2020-05-04T16:22:20.000Z,1664,1,649
2370,2021-05-29T20:11:50.000Z,20:11:50,Mc: Se evidencia rinitis cons ecrecion serosa. Linfonodulo izquierdo aumentado. Tto: previcox 57mg 1 comp por dia por 7 dias organew ,2021-05-29T20:11:50.000Z,Sin especificar,Sin especificar,38.5,11.7,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-05-29T20:11:50.000Z,2021-05-29T20:11:50.000Z,2357,1,1344
2372,2021-07-30T12:00:00.000Z,12:00:00,Sin observaciones,2021-07-30T12:00:00.000Z,Sin especificar,Sin especificar,38,40,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-07-30T12:00:00.000Z,2021-07-30T12:00:00.000Z,379,1,1382
2375,2021-12-21T13:41:09.000Z,13:41:09,TOMA T4 4MGVUELVE A TENER EMPUJE EN PIEL SE DECIDE COMENZAR CON APOQUEL 3/4 DE 16OMEGA 3 ADICIONAR HUEVOS EN COMIDAENDOGARDNEXGARDPIPETA CERAMIDA,2021-12-21T13:41:09.000Z,Sin especificar,Sin especificar,38,26.8,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-12-21T13:41:09.000Z,2021-12-21T13:41:09.000Z,2486,1,1474
2377,2021-12-18T21:08:17.000Z,21:08:17,Propietaria comenta que hace dos dias esta con diarrea hoy no quiso comer y comio mucho pasto.Se evidencia ano muy irritado se evacuan los sacos anales.Tto: ranitidina continuar con racion gi,2021-12-18T21:08:17.000Z,Sin especificar,Sin especificar,38.8,5,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-12-18T21:08:17.000Z,2021-12-18T21:08:17.000Z,2918,1,1906
2379,2022-01-01T12:00:00.000Z,12:00:00,Sin observaciones,2022-01-01T12:00:00.000Z,Sin especificar,Sin especificar,37.5,50,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2022-01-01T12:00:00.000Z,2022-01-01T12:00:00.000Z,2686,1,1674
2383,2023-08-30T18:47:56.000Z,18:47:56,Sin observaciones,2023-08-30T18:47:56.000Z,Sin especificar,Sin especificar,0,2.95,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2023-08-30T18:47:56.000Z,2023-08-30T18:47:56.000Z,3819,1,2807
2385,2024-02-27T18:29:20.000Z,18:29:20,Sin observaciones,2024-02-27T18:29:20.000Z,Sin especificar,Sin especificar,0,8.6,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2024-02-27T18:29:20.000Z,2024-02-27T18:29:20.000Z,4230,1,3221
2387,2019-07-10T17:36:04.000Z,17:36:04,MC   TUMORACION EN ZONA INGUINAL IZQUIERDA QUE TOMA SUBCUTANO PIEL Y EDEMAT EN TESTICULOS FEMORAL Y POPLITEOPREDNISONA 40 MG,2019-07-10T17:36:04.000Z,Sin especificar,Sin especificar,38,35,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2019-07-10T17:36:04.000Z,2019-07-10T17:36:04.000Z,1583,1,566
2389,2021-12-01T16:17:18.000Z,16:17:18,SE ECUENTRA MEJOR PERO LA MASA SUBMAXILAR DERECHA CONTINUA Y DUELE A LA PALPACIONSE LE APLICA DEXAMETASONA Y ESTOMORGYL A DOMICILIO,2021-12-01T16:17:18.000Z,Sin especificar,Sin especificar,38,25,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-12-01T16:17:18.000Z,2021-12-01T16:17:18.000Z,5174,1,461
2392,2020-08-07T19:18:19.000Z,19:18:19,MC  DOLOR ARTICULAR CADERA PREVICOX FLEXADIN,2020-08-07T19:18:19.000Z,Sin especificar,Sin especificar,38,37,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2020-08-07T19:18:19.000Z,2020-08-07T19:18:19.000Z,1833,1,819
2395,2023-12-13T20:14:57.000Z,20:14:57,Mc: anorexia hoy.Se evidencio molestia abdominal y mucho gas. Aprentemente mf fue normal. Tto: cerenia y dieta. ,2023-12-13T20:14:57.000Z,Sin especificar,Sin especificar,38.5,2,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2023-12-13T20:14:57.000Z,2023-12-13T20:14:57.000Z,1907,1,893
2398,2021-04-14T22:25:01.000Z,22:25:01,Se encuentra de nuevo con diarrea ahora algo mejor.Se sujiere estudios para IPEMientras tanto se le comienza a administrar creon 10000 y dieta casera y/o comercial,2021-04-14T22:25:01.000Z,Sin especificar,Sin especificar,38.9,28,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2021-04-14T22:25:01.000Z,2021-04-14T22:25:01.000Z,2170,1,1156
2400,2023-10-23T16:21:33.000Z,16:21:33,Mc: otitis unilateral oido izquierdo. Presenta gran secrecion ceruminosa purulenta e irritacion.No se logra evidenciar bien el canal auditivo por molestia. Tto: se realiza limpieza y se coloco con jeringa clorhexidina diluida. Se indica realizar en el consultorio dicho procedimiento por 3 dias consecutivos para luego comenzar a tratar. ,2023-10-23T16:21:33.000Z,Sin especificar,Sin especificar,0,9.5,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2023-10-23T16:21:33.000Z,2023-10-23T16:21:33.000Z,2429,1,1416
2404,2022-01-01T12:00:00.000Z,12:00:00,Sin observaciones,2022-01-01T12:00:00.000Z,Sin especificar,Sin especificar,37.5,50,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2022-01-01T12:00:00.000Z,2022-01-01T12:00:00.000Z,2686,1,1674
2410,2022-06-22T17:56:17.000Z,17:56:17,Sin observaciones,2022-06-22T17:56:17.000Z,Sin especificar,Sin especificar,0,0.975,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2022-06-22T17:56:17.000Z,2022-06-22T17:56:17.000Z,3112,1,2100
2411,2023-06-15T17:36:57.000Z,17:36:57,Concurre a control. Se alimenta con ganas grandes funciones se realizan con normalidad. Se extrae sangre para control. ,2023-06-15T17:36:57.000Z,Sin especificar,Sin especificar,37.7,7,Sin especificar,Sin especificar,Sin especificar,FALSE,FALSE,2023-06-15T17:36:57.000Z,2023-06-15T17:36:57.000Z,3232,1,2220
