id,fechaAlta,hora,anamnesis,fechaAlta,eog,tratamiento,Temperatura,Peso,referencia,notaCaja,atendidoPor,pendiente,aFuturo,fechaAlta,fechaAlta,mascotumId,referenciumId,clienteId
157,2020-01-27T19:27:47.000Z,19:27:47,"SE PRESETNA CON CONJUNTIVITIS Y DIARREA
TEST DE SHIRMER 8MM 
SE LE ENVIA CICLOSPORINA AL 1 % 
INTESTINAL DE RC POR 3 DIAS",2020-01-27T19:27:47.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2020-01-27T19:27:47.000Z,2020-01-27T19:27:47.000Z,112,1,1543
158,2020-06-16T20:44:59.000Z,20:44:59,"esta con tratamiento artrosico, recibe meloxi cada 24hs",2020-06-16T20:44:59.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2020-06-16T20:44:59.000Z,2020-06-16T20:44:59.000Z,112,1,1543
159,2020-12-03T17:18:26.000Z,17:18:26,"Sin anamnesis",2020-12-03T17:18:26.000Z,VACUNA,Doble,0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2020-12-03T17:18:26.000Z,2020-12-03T17:18:26.000Z,114,1,1543
160,2023-04-11T15:24:06.000Z,15:24:06,"Sin anamnesis",2023-04-11T15:24:06.000Z,VACUNA,SEXTUPLE,0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2023-04-11T15:24:06.000Z,2023-04-11T15:24:06.000Z,114,1,1543
161,2018-05-24T18:33:14.000Z,18:33:14,"Sin anamnesis",2018-05-24T18:33:14.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-05-24T18:33:14.000Z,2018-05-24T18:33:14.000Z,116,1,1624
162,2018-05-24T21:10:59.000Z,21:10:59,"SE LES REALIZO OVARIECTOMIA S/P SE LES ENVIA ANALGESIA POR 4 DIAS.",2018-05-24T21:10:59.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-05-24T21:10:59.000Z,2018-05-24T21:10:59.000Z,116,1,1624
163,2018-06-27T14:52:24.000Z,14:52:24,"Sin anamnesis",2018-06-27T14:52:24.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-06-27T14:52:24.000Z,2018-06-27T14:52:24.000Z,116,1,1624
164,2019-08-01T14:43:10.000Z,14:43:10,"Sin anamnesis",2019-08-01T14:43:10.000Z,VACUNA,Rabia,0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2019-08-01T14:43:10.000Z,2019-08-01T14:43:10.000Z,116,1,1624
165,2018-05-24T18:34:22.000Z,18:34:22,"Sin anamnesis",2018-05-24T18:34:22.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-05-24T18:34:22.000Z,2018-05-24T18:34:22.000Z,118,1,1624
166,2018-06-27T14:52:53.000Z,14:52:53,"Sin anamnesis",2018-06-27T14:52:53.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-06-27T14:52:53.000Z,2018-06-27T14:52:53.000Z,118,1,1624
167,2019-08-01T14:42:05.000Z,14:42:05,"Sin anamnesis",2019-08-01T14:42:05.000Z,VACUNA,Rabia,0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2019-08-01T14:42:05.000Z,2019-08-01T14:42:05.000Z,118,1,1624
168,2019-05-08T21:03:41.000Z,21:03:41,"Sin anamnesis",2019-05-08T21:03:41.000Z,VACUNA,SEXTUPLE,0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2019-05-08T21:03:41.000Z,2019-05-08T21:03:41.000Z,120,1,1638
169,2020-08-03T16:19:36.000Z,16:19:36,"Sin anamnesis",2020-08-03T16:19:36.000Z,VACUNA,Rabia,0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2020-08-03T16:19:36.000Z,2020-08-03T16:19:36.000Z,120,1,1638
170,2018-05-24T19:32:39.000Z,19:32:39,"SE PRESENTA CON DOLOR ABDOMINAL DIFUSO, SIN OTRA SINTOMATOLOGIA (NO SABE SI VOMITA O TIENE DIARREA.
TRATAMIENTO: PROPANTELINA 2 CP CADA 24HS POR 4 DIAS Y DIETA.",2018-05-24T19:32:39.000Z,"Consulta general","Sin tratamiento",38.4,22,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-05-24T19:32:39.000Z,2018-05-24T19:32:39.000Z,122,1,1640
171,2019-10-23T15:22:51.000Z,15:22:51,"Sin anamnesis",2019-10-23T15:22:51.000Z,DESPARASITACION,BRAVECTO,0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2019-10-23T15:22:51.000Z,2019-10-23T15:22:51.000Z,122,1,1640
172,2021-09-27T20:22:27.000Z,20:22:27,"Sin anamnesis",2021-09-27T20:22:27.000Z,EXAMEN,"Analisis de Laboratorio Perfil renal y lipídico",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2021-09-27T20:22:27.000Z,2021-09-27T20:22:27.000Z,122,1,1640
173,2021-09-27T20:27:00.000Z,20:27:00,"Sin anamnesis",2021-09-27T20:27:00.000Z,EXAMEN,"Analisis de Laboratorio 0",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2021-09-27T20:27:00.000Z,2021-09-27T20:27:00.000Z,122,1,1640
174,2019-05-21T12:00:00.000Z,12:00:00,"MC  VOMITOS DECAIMIENTO , ANOREXIA
DOLOR A NIBEL ABDOMINAL ANTERIOR  GANGLIOS Y MUCOSAS NORMALES NO SE DESTACA NADA IMPORTANTE
CERENIA
DIPIRONA Y AMOXICILINA CLAVULANICO",2019-05-21T12:00:00.000Z,"Consulta general","Sin tratamiento",40,27,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2019-05-21T12:00:00.000Z,2019-05-21T12:00:00.000Z,124,1,1640
175,2019-05-22T12:00:00.000Z,12:00:00,"NO PRESENTO MAS VOMITOS Y COMENZO A COMER
SE PRESCRIBE :
BUSCAPINA DIPIRONA Y DIETA HEPATICA
SE REALIZA ESTRACCION DE SANGRE  FUNCIONAL HEPATICO Y RENAL",2019-05-22T12:00:00.000Z,"Consulta general","Sin tratamiento",38.5,27,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2019-05-22T12:00:00.000Z,2019-05-22T12:00:00.000Z,124,1,1640
176,2019-05-23T14:37:45.000Z,14:37:45,"COMENZO A COMER NORMALMENTE  DEBE CONTINUAR CON LA DIETA
SE ESPERAN RESULTADOS",2019-05-23T14:37:45.000Z,"Consulta general","Sin tratamiento",38,27,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2019-05-23T14:37:45.000Z,2019-05-23T14:37:45.000Z,124,1,1640
177,2019-05-24T18:28:34.000Z,18:28:34,"Sin anamnesis",2019-05-24T18:28:34.000Z,EXAMEN,"Analisis de Laboratorio LACLIVET : FUNCIONAL HEPATICO
                    HEMOGRAMA
ALTERADOS VALORES EN HIGADO Y NEUTROFILIA",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2019-05-24T18:28:34.000Z,2019-05-24T18:28:34.000Z,124,1,1640
178,2019-10-23T15:24:01.000Z,15:24:01,"Sin anamnesis",2019-10-23T15:24:01.000Z,DESPARASITACION,BRAVECTO,0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2019-10-23T15:24:01.000Z,2019-10-23T15:24:01.000Z,124,1,1640
179,2020-01-11T17:19:54.000Z,17:19:54,"fue atropellada por un auto, estuvo unos minutos con el auto encima
llega con 85 saturacion de O2 y 115 ppm
muy agitada, se le administra diacepam y dexa
se continua con goteo continuo de tiopental
mejora  la saturacion  llegando y mnateniendola en 93
queda internada",2020-01-11T17:19:54.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2020-01-11T17:19:54.000Z,2020-01-11T17:19:54.000Z,124,1,1640
180,2021-02-04T18:18:53.000Z,18:18:53,"Mc: alopecia focalizada en cola, ademas pustulas pequeñas.

Tto: clorhexidina y frontline plus",2021-02-04T18:18:53.000Z,"Consulta general","Sin tratamiento",0,20,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2021-02-04T18:18:53.000Z,2021-02-04T18:18:53.000Z,126,1,1640
181,2018-05-24T19:49:05.000Z,19:49:05,"Sin anamnesis",2018-05-24T19:49:05.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-05-24T19:49:05.000Z,2018-05-24T19:49:05.000Z,127,1,1643
182,2018-05-24T19:57:08.000Z,19:57:08,"Sin anamnesis",2018-05-24T19:57:08.000Z,"VACUNA, DESPARASITACION","SEXTUPLE, ZIPIRAN",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-05-24T19:57:08.000Z,2018-05-24T19:57:08.000Z,127,1,1643
183,2019-12-20T22:23:23.000Z,22:23:23,"SE PRESENTA CON UN PROBLEMA OCULAR.... EL OJO ESTA IRRITADO, SE OBSERVA EN EL PARPADO INFERIOR UNA PEQUEÑA SOLUCION DE CONTINUIDAD, ES FACTIBLE QUE SE HAYA RASCADO A PARTIR DE ESA LESION O QUE SE LA HAYA HECHO ELLA RASCANDOSE.
SE LE ENVIA OCUBIOTIC CON ESTEROIDES POR 7 DIAS",2019-12-20T22:23:23.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2019-12-20T22:23:23.000Z,2019-12-20T22:23:23.000Z,127,1,1643
184,2019-12-20T22:23:23.000Z,22:23:23,"SE PRESENTA CON UN PROBLEMA OCULAR.... EL OJO ESTA IRRITADO, SE OBSERVA EN EL PARPADO INFERIOR UNA PEQUEÑA SOLUCION DE CONTINUIDAD, ES FACTIBLE QUE SE HAYA RASCADO A PARTIR DE ESA LESION O QUE SE LA HAYA HECHO ELLA RASCANDOSE.
SE LE ENVIA OCUBIOTIC CON ESTEROIDES POR 7 DIAS",2019-12-20T22:23:23.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2019-12-20T22:23:23.000Z,2019-12-20T22:23:23.000Z,127,1,1643
185,2019-12-20T22:27:07.000Z,22:27:07,"Sin anamnesis",2019-12-20T22:27:07.000Z,VACUNA,Rabia,0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2019-12-20T22:27:07.000Z,2019-12-20T22:27:07.000Z,127,1,1643
186,2018-05-24T21:26:37.000Z,21:26:37,"Sin anamnesis",2018-05-24T21:26:37.000Z,"VACUNA, DESPARASITACION","Rabia, SANIUM PLUS",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-05-24T21:26:37.000Z,2018-05-24T21:26:37.000Z,129,1,1652
187,2018-07-05T21:21:28.000Z,21:21:28,"ORQUIECTOMIA S/P",2018-07-05T21:21:28.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-07-05T21:21:28.000Z,2018-07-05T21:21:28.000Z,129,1,1652
188,2023-06-08T19:26:45.000Z,19:26:45,"amaneció dolorido y no quería salir de la cucha
le administró un ketofen pos y a las 2 hs notó mejoría
es muy ansioso y no logra ingresar a la veterinaria 
al observarlo caminar vemos claudicación de mpi 
se evidencia insetabilidad en art femorotibiorotuliana izq 
la derecha no se logra palpar 
sugiero tto analgésico de 10 a 15 días  y en caso de que requiera volver por no evolución comunicarse para recetarle GABAPENTINA/PREGABALINA 50 mg/kg para contención farmacológica previo consulta",2023-06-08T19:26:45.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2023-06-08T19:26:45.000Z,2023-06-08T19:26:45.000Z,131,1,1655
189,2024-06-22T15:47:37.000Z,15:47:37,"Sin anamnesis",2024-06-22T15:47:37.000Z,VACUNA,SEXTUPLE,0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2024-06-22T15:47:37.000Z,2024-06-22T15:47:37.000Z,131,1,1655
190,2019-03-25T21:47:14.000Z,21:47:14,"Sin anamnesis",2019-03-25T21:47:14.000Z,VACUNA,SEXTUPLE,0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2019-03-25T21:47:14.000Z,2019-03-25T21:47:14.000Z,133,1,1655
191,2020-04-03T21:36:15.000Z,21:36:15,"Sin anamnesis",2020-04-03T21:36:15.000Z,VACUNA,SEXTUPLE,0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2020-04-03T21:36:15.000Z,2020-04-03T21:36:15.000Z,133,1,1655
192,2023-06-08T19:28:11.000Z,19:28:11,"Sin anamnesis",2023-06-08T19:28:11.000Z,VACUNA,SEXTUPLE,0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2023-06-08T19:28:11.000Z,2023-06-08T19:28:11.000Z,133,1,1655
193,2024-06-22T15:08:39.000Z,15:08:39,"Sin anamnesis",2024-06-22T15:08:39.000Z,VACUNA,SEXTUPLE,0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2024-06-22T15:08:39.000Z,2024-06-22T15:08:39.000Z,133,1,1655
194,2024-06-22T15:46:40.000Z,15:46:40,"Sin anamnesis",2024-06-22T15:46:40.000Z,EXAMEN,"Analisis de Laboratorio 0",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2024-06-22T15:46:40.000Z,2024-06-22T15:46:40.000Z,133,1,1655
195,2018-05-25T14:05:48.000Z,14:05:48,"Sin anamnesis",2018-05-25T14:05:48.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-05-25T14:05:48.000Z,2018-05-25T14:05:48.000Z,135,1,1658
196,2019-04-23T15:51:43.000Z,15:51:43,"presenta dermatitis humedas generalizadas en la zona de ingle 
se le envia cefalexina 500 por 10 dias cada 12 hs",2019-04-23T15:51:43.000Z,"Consulta general","Sin tratamiento",0,33,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2019-04-23T15:51:43.000Z,2019-04-23T15:51:43.000Z,135,1,1658
197,2019-05-27T15:08:03.000Z,15:08:03,"Sin anamnesis",2019-05-27T15:08:03.000Z,VACUNA,Cuadruple,0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2019-05-27T15:08:03.000Z,2019-05-27T15:08:03.000Z,135,1,1658
198,2019-04-03T19:33:52.000Z,19:33:52,"Sin anamnesis",2019-04-03T19:33:52.000Z,VACUNA,"Triple Felina",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2019-04-03T19:33:52.000Z,2019-04-03T19:33:52.000Z,137,1,1661
199,2019-12-18T12:00:00.000Z,12:00:00,"mc  CONJUNTIVITIS
CORNEA CON PRESENCIA DE PEQUEÑA ULCERA CENTRAL CON REACCIÓN PERIFÉRICA PRODUCTIVA.
FOTOFOBIA Y MOLESTIA 
TRATAMIENTO CONSERVADOR PARA LUEGO VER SI SE HACE CIRUGIA",2019-12-18T12:00:00.000Z,"Consulta general","Sin tratamiento",38,3,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2019-12-18T12:00:00.000Z,2019-12-18T12:00:00.000Z,137,1,1661
200,2020-01-08T12:00:00.000Z,12:00:00,"SE REGISTRA MEJORIA EN GENERAL DEL PJP. CONTINUA LA MO9LESTIA Y SE OBSERVA SECUESTRO CORNEAL
REALIZAMOS ANALISIS PARA CIRUGIA
LOS ANÁLISIS DAN COMO RESULTADO VALORES DE FALLA RENAL RENAL INICIAL Y ALGUNOS VALORES DE HIGADO 
SE RECOMIENDA POSPONER CIRUGIA E INICIAR TRATAMIENTO ALIMENTARIO.",2020-01-08T12:00:00.000Z,"Consulta general","Sin tratamiento",38,3,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2020-01-08T12:00:00.000Z,2020-01-08T12:00:00.000Z,137,1,1661
201,2020-07-11T17:01:57.000Z,17:01:57,"Sin anamnesis",2020-07-11T17:01:57.000Z,VACUNA,Rabia,0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2020-07-11T17:01:57.000Z,2020-07-11T17:01:57.000Z,137,1,1661
202,2021-10-04T14:54:34.000Z,14:54:34,"concurre por dermatits miliar
confortis
atriven y convenia",2021-10-04T14:54:34.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2021-10-04T14:54:34.000Z,2021-10-04T14:54:34.000Z,137,1,1661
203,2021-10-12T14:25:38.000Z,14:25:38,"MC VOMITOS Y DIFICULTAD RESPIRATORIA
AL EXAMEN :taquipnea  disnea expiratoria, mucosas palidas estertores ralos -
algo de perdida de liquido por boca y nariz rosado. distención abdominal.
P02  67  FC 145
TERAPIA CON O2
SE REALIZA ESTUDIO RX
DEXAMETASONA Y FUROSEMIDE 
SE ADMINISTRA CERENIA",2021-10-12T14:25:38.000Z,"Consulta general","Sin tratamiento",37,4,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2021-10-12T14:25:38.000Z,2021-10-12T14:25:38.000Z,137,1,1661
204,2021-10-12T20:28:34.000Z,20:28:34,"Sin anamnesis",2021-10-12T20:28:34.000Z,EXAMEN,"Analisis de Laboratorio 0",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2021-10-12T20:28:34.000Z,2021-10-12T20:28:34.000Z,137,1,1661
205,2018-05-25T21:08:25.000Z,21:08:25,"ORQUIECTOMIA S/P",2018-05-25T21:08:25.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-05-25T21:08:25.000Z,2018-05-25T21:08:25.000Z,139,1,1697
206,2018-07-02T15:53:37.000Z,15:53:37,"Sin anamnesis",2018-07-02T15:53:37.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-07-02T15:53:37.000Z,2018-07-02T15:53:37.000Z,141,1,1697
207,2018-05-25T21:23:53.000Z,21:23:53,"FRACTURA DISTAL DE HUMERO, SE LE REALIZA FIJACION EXTERNA",2018-05-25T21:23:53.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-05-25T21:23:53.000Z,2018-05-25T21:23:53.000Z,143,1,1700
208,2018-05-26T15:17:33.000Z,15:17:33,"Sin anamnesis",2018-05-26T15:17:33.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-05-26T15:17:33.000Z,2018-05-26T15:17:33.000Z,144,1,1703
209,2018-05-26T17:27:28.000Z,17:27:28,"Sin anamnesis",2018-05-26T17:27:28.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-05-26T17:27:28.000Z,2018-05-26T17:27:28.000Z,146,1,1710
210,2019-12-21T18:04:56.000Z,18:04:56,"Sin anamnesis",2019-12-21T18:04:56.000Z,DESPARASITACION,"NEXGARD SPECTRA",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2019-12-21T18:04:56.000Z,2019-12-21T18:04:56.000Z,146,1,1710
211,2018-05-29T20:44:21.000Z,20:44:21,"SE PRESENTA CON CONVULSIONES....
SE LE ADMINISTRA FENOBARBITAL (1/4 C/12HS)
VUELVE A CONTROL EL SABADO",2018-05-29T20:44:21.000Z,"Consulta general","Sin tratamiento",0,6.95,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-05-29T20:44:21.000Z,2018-05-29T20:44:21.000Z,147,1,1720
212,2018-06-11T17:18:46.000Z,17:18:46,"se presenta a control 
no tuvo mas convulsiones
presenta sindrome de disfuncion cognitiva
continua con
karsivan
geripet
ginkgo
comienza con Selegilina",2018-06-11T17:18:46.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-06-11T17:18:46.000Z,2018-06-11T17:18:46.000Z,147,1,1720
213,2018-07-16T14:58:57.000Z,14:58:57,"Sin anamnesis",2018-07-16T14:58:57.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-07-16T14:58:57.000Z,2018-07-16T14:58:57.000Z,148,1,1721
214,2018-05-26T20:03:40.000Z,20:03:40,"MPI LESION DE TENDONES LATERALES DE LA ARTICULACION METATARSO TIBIAL.
SE LE REALIZA SUTURA DE HERIDA Y VENDAJE DE LA ZONA PARA DARLE ESTABILIDAD
SE LE ENVIA CLAVASEPTIN 500 Y PREVICOX
VUELVE A CAMBIO DE VENDAJE EL MARTES 29-5-18",2018-05-26T20:03:40.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-05-26T20:03:40.000Z,2018-05-26T20:03:40.000Z,149,1,1722
215,2018-05-26T20:44:08.000Z,20:44:08,"Sin anamnesis",2018-05-26T20:44:08.000Z,"VACUNA, DESPARASITACION","SEXTUPLE, APRAX",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2018-05-26T20:44:08.000Z,2018-05-26T20:44:08.000Z,150,1,1723
216,2021-02-08T17:57:55.000Z,17:57:55,"Mc: mlestia ocular derecha y estreñimiento de un dia.

Se evidencia arena en recto.
En ojo derecho se evidencia minima ulcera corneal.

Tto: dropstar o lagricel cada 8 horas por 10 dias y dieta con fibra para aumentar transito.",2021-02-08T17:57:55.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2021-02-08T17:57:55.000Z,2021-02-08T17:57:55.000Z,150,1,1723
217,2023-02-09T17:55:35.000Z,17:55:35,"Mc: dificultad para incorporarse, cluadicacion al caminar.
Al eop de osteartiuclar se evidencia molestia en ambas rodillas, molestia en columna a nivel de region toraco lumbar, molestia en cervicales y contractura de ambos triceps.
Se extra sangre para realizar hemograma y chem 15, en el hemograma se ve una leve neutropenia y en la bioquimica una azotemia. Por lo que se solicita orina. 

Tto: previcox 227mg 3/4 comp por dia po 15 dias y flexapet, cambio de alimentacion a una libre de granos, prosum.",2023-02-09T17:55:35.000Z,"Consulta general","Sin tratamiento",0,25,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2023-02-09T17:55:35.000Z,2023-02-09T17:55:35.000Z,151,1,1723
218,2023-02-11T18:15:30.000Z,18:15:30,"Sin anamnesis",2023-02-11T18:15:30.000Z,EXAMEN,"Analisis de Laboratorio 0",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2023-02-11T18:15:30.000Z,2023-02-11T18:15:30.000Z,151,1,1723
219,2023-02-11T18:16:44.000Z,18:16:44,"Se diagnostica insuficiencia renal clase 2, se indica comenzar con azodyl, alimentación natural o ración sin granos y omega 3.",2023-02-11T18:16:44.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2023-02-11T18:16:44.000Z,2023-02-11T18:16:44.000Z,151,1,1723
220,2023-04-04T19:41:00.000Z,19:41:00,"Mc: vomitos en la mañana. No esta queriendo comer la alimentación natural con muchas ganas. Materia fecal algo pastosa.
Presenta molestia en epigastrio y mesogastrio. 

Tto: cerenia y ranitidina inyectable, gelsur 5 ml cada 12 horas, ranitidina 50mg 1 comp cada 12 horas. Volver mañana en ayunas para repetir hemograma y chem 10.",2023-04-04T19:41:00.000Z,"Consulta general","Sin tratamiento",38.5,24,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2023-04-04T19:41:00.000Z,2023-04-04T19:41:00.000Z,151,1,1723
221,2023-04-05T19:31:37.000Z,19:31:37,"Sin anamnesis",2023-04-05T19:31:37.000Z,EXAMEN,"Analisis de Laboratorio 0",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2023-04-05T19:31:37.000Z,2023-04-05T19:31:37.000Z,151,1,1723
222,2023-04-05T19:35:46.000Z,19:35:46,"Sin anamnesis",2023-04-05T19:35:46.000Z,EXAMEN,"Analisis de Laboratorio 0",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2023-04-05T19:35:46.000Z,2023-04-05T19:35:46.000Z,151,1,1723
223,2023-04-05T20:46:41.000Z,20:46:41,"Se imprime dieta renal, se indica 3 ml de hemolitan y se indica comenzar con 2 capsulas de azodyl am y 1 pm. Control en 1 mes.",2023-04-05T20:46:41.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2023-04-05T20:46:41.000Z,2023-04-05T20:46:41.000Z,151,1,1723
224,2023-05-10T12:00:00.000Z,12:00:00,"Se indica continuar con azodyl 3 cap por día, dieta y hemolitan. Ademas si no tolera el omega 3, comenzar con geriox. Se indica recoger orina tambien.",2023-05-10T12:00:00.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2023-05-10T12:00:00.000Z,2023-05-10T12:00:00.000Z,151,1,1723
225,2023-05-09T12:00:00.000Z,12:00:00,"Sin anamnesis",2023-05-09T12:00:00.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2023-05-09T12:00:00.000Z,2023-05-09T12:00:00.000Z,151,1,1723
226,2023-05-13T15:21:11.000Z,15:21:11,"Se encuentra hematuria y leucocitosis leve, pero se opta por no tratar con antibioticos ya que no presenta signologia clinica urinaria. 
Tto: geriox 1 comp cada 12 horas, probioticos, continuar con ranitidina. Se indica ecografia abdominal.",2023-05-13T15:21:11.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2023-05-13T15:21:11.000Z,2023-05-13T15:21:11.000Z,151,1,1723
227,2023-05-13T15:47:14.000Z,15:47:14,"Sin anamnesis",2023-05-13T15:47:14.000Z,EXAMEN,"EXAMEN DE ORINA 0",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2023-05-13T15:47:14.000Z,2023-05-13T15:47:14.000Z,151,1,1723
228,2023-05-17T18:40:07.000Z,18:40:07,"Sin anamnesis",2023-05-17T18:40:07.000Z,EXAMEN,"Ecografia 0",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2023-05-17T18:40:07.000Z,2023-05-17T18:40:07.000Z,151,1,1723
229,2023-05-17T19:23:16.000Z,19:23:16,"Se indica comenzar con previcox por 7 dias y gotas de arandano rojo.",2023-05-17T19:23:16.000Z,"Consulta general","Sin tratamiento",0,0,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2023-05-17T19:23:16.000Z,2023-05-17T19:23:16.000Z,151,1,1723
230,2023-05-23T14:20:00.000Z,14:20:00,"Hace 3 días viene tomando previcox. Hoy vomito, no quiso comer y tuvo diarrea. 

Tto: fluidoterapia, cerenia, dipirona, metabolace, hematon, ranitidina, hepatone",2023-05-23T14:20:00.000Z,"Consulta general","Sin tratamiento",0,23.85,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,2023-05-23T14:20:00.000Z,2023-05-23T14:20:00.000Z,151,1,1723
